,HDFC.NS,BAJFINANCE.NS,IBULHSGFIN.NS,ZEEL.NS,TCS.NS,HEROMOTOCO.NS,BRITANNIA.NS,COALINDIA.NS,EICHERMOT.NS,HINDUNILVR.NS
2019-04-18 09:15:00,-0.011323803091130902,-0.005952200767724625,-0.038320648623077824,-0.03188545395073217,0.008560840408101233,0.0006935727381625068,-0.007531865585168052,-0.0005962207934594455,-0.011598131847739168,0.0007764950953510485
2019-04-16 09:15:00,0.006180936413987759,0.0033915129456529858,-0.0027553013392856984,-0.00252044717994071,0.008754081092393173,0.01442216902139526,0.007353815867264135,0.006400024414062511,-0.0028736671429865357,0.00958160304993938
2019-04-15 09:15:00,-0.005284057102588058,0.0044702043850051165,0.005601764306498502,-0.003706774639706145,0.049044452136076,0.02303119477149318,0.004741447613254124,0.03820596690883238,-0.001371590977873649,0.0002323494371039292
2019-04-12 09:15:00,0.0010628348288777012,-0.01281232592710313,-0.018562322574630086,0.017644195930133,-0.0024758603614756236,0.014916690335162741,0.012983486147906786,-0.000622510472646276,0.017287196688555273,0.0065774086993795056
2019-04-11 09:15:00,-0.0031784901672415877,0.016509079456296094,0.025958227492916652,-0.003999500534011435,-0.010170322264428378,0.0025825607326175337,-0.0043091793259398825,0.0037491934390450066,0.001163281646205494,0.009591830573340232
2019-04-10 09:15:00,-0.01928323428793388,-0.00343997529949569,-0.008836760548166511,0.004504444925618634,-0.024503944537413336,-0.0111485911187581,-0.00138373001139247,0.0069211795197858805,0.001274695417166516,0.008122597092569128
2019-04-09 09:15:00,0.006934644351166197,-0.005092472466870501,-0.03211727046029034,0.014700462525092606,0.010020523964747063,0.014225719813004023,-0.002894194062342259,0.023395565656320283,0.016223027711034455,0.009369917326674138
2019-04-08 09:15:00,-0.0020882133498876243,-0.02893194236989194,-0.048391576100712874,-0.01640340218712033,0.010960284448911173,-0.012049268967379456,-0.007531620534182881,-0.007456327323199452,-0.01752127227978184,0.0034959007374324447
2019-04-05 09:15:00,0.008398375129733848,0.024593265623992222,0.005455617932096368,-0.013898844866121252,0.016778381150719834,-0.007128791588127736,-0.01569794175603223,-0.00042592036718835935,0.02394879261820626,-0.004470356739316728
2019-04-04 09:15:00,0.01438084227970915,-0.002150377159594541,0.032534402049114064,0.03151650076559864,-0.031164356902047774,0.021992288582938002,0.017290374731066427,0.0029901620247401173,0.01420109201837394,-0.0025436915703832552
2019-04-03 09:15:00,0.00859241205121064,-0.0030112435581658437,0.03621414370937992,-0.0314819823551854,0.0,0.004085682678455216,-0.0013692651067008788,-0.009729221033634494,-0.018500293013821723,-0.009690884242268716
2019-04-02 09:15:00,0.01852367836377633,0.017908011419285552,-0.009147780793593907,-0.03242992727386351,0.023453854670567598,0.004475259398817766,-0.01824684646866448,0.0,0.02669038920557587,-0.0016863760863535804
2019-04-01 09:15:00,0.00781715838611663,0.0018692035092162662,0.04444305826041184,-0.02506769623292604,0.01567263651485873,0.01296644561021476,-0.015081284150258889,0.0012705962948480476,-0.0407004932951337,0.0036225283553041887
2019-03-28 09:15:00,0.012787086017827853,0.01718023857270179,0.08095682039381025,0.04668479037911055,0.016464263434169846,-0.0068614153455902605,-0.00011296894528634027,0.007037787062277978,-0.0035853201338326146,0.001844345249810475
2019-03-27 09:15:00,-0.013564210939602028,0.0037145882328275537,0.028367838647038734,0.004869329674510148,-0.007439537900471915,-0.01213851525285048,-0.0007260055405188259,-0.00845844798398454,-0.019072153271443293,-0.0017816842338779226
2019-03-26 09:15:00,0.0003340911293943094,0.02966876530965501,0.022920077354266377,0.010925651721932939,-0.0008063377023749263,-0.0004853049748404503,0.0027177553486208428,-0.003161888742197805,0.010907093664636935,0.005944423566816015
2019-03-25 09:15:00,-0.018117142403389463,0.004635801715787924,-0.018775824503524774,-0.04231342678676264,-0.010669869694895695,-0.010601965635376631,-0.0025334336180353745,0.02263418870047018,-0.01377827877518878,-0.0025029487321434063
2019-03-22 09:15:00,-0.003018791905913365,-0.011137904979716229,-0.007643974573516177,-0.018840265960135216,-0.00466490865550917,-0.002242053440613012,0.0034001488513824007,-0.02130802975425239,0.005098921232074227,-0.005629462667846252
2019-03-20 09:15:00,0.010010962973090232,-0.017905373835486182,0.04964533673312421,-0.04841650626509664,-0.0038313228262426557,-0.0018745419532314456,-0.011934410268436002,-0.02428980668891556,-0.019352804892421527,-0.007119098292078574
2019-03-19 09:15:00,0.0027771866612680274,-0.0029527218652007914,-0.004279905767537007,0.018366664008709233,0.0,-0.020771661798791863,0.0006562839974417756,-0.0053235178869938116,-0.02212448531812039,0.001237062546336709
2019-03-18 09:15:00,-0.006203630946519212,0.024049654401162357,0.0012856573526984771,0.006824449319792203,-0.008407021130051762,-0.02425209543208917,0.018522459416512982,-0.0006139109945832999,-0.01596035689230957,-0.000500456649622727
2019-03-15 09:15:00,0.00904472453758376,0.01874929686007043,-0.0026357551741619245,0.009893313312137053,0.026441544788299742,-0.005760022457708347,-0.02630655238604951,0.004728656125428277,-0.00033597006369445737,-0.02239108002115242
2019-03-14 09:15:00,0.0032296550785448908,-0.007089371277980816,7.130986658965277e-05,0.0022281640534742575,-0.006548350705292472,-0.018529400239468807,0.007179504476386489,0.01906559048030565,-0.006905977623250181,-0.005893755379779653
2019-03-13 09:15:00,0.01069949451505825,0.02727878250800142,-0.02500521026669278,-0.031924111552410595,-0.005938011608644711,-0.0017091452265767249,-0.0026154893473339103,-0.017699127827829897,0.01403705041166492,0.007378329719588628
2019-03-12 09:15:00,0.017100972483922172,-0.013614947541322309,0.0012517746208022817,0.02339957197244069,-0.0011664173115425447,-0.0022382267796873245,0.0005425174163828927,-0.0018487960539290693,-0.022222318578790534,0.011574738751230607
2019-03-11 09:15:00,0.007165414744898513,0.008218039807365018,0.024145316534232464,-0.004614383817516332,-0.0039056224523924543,0.027149780025326864,0.020268950569710453,0.03618561183848201,0.05035415689743972,0.007845542887564116
2019-03-08 09:15:00,0.0020477064973065673,0.012249524426604763,-0.023711825439704848,-0.00849671872872415,0.004668902853909529,0.0037544410949619245,0.008985282664440097,-0.0004255578873005872,0.016244202744929437,-0.0022282448538316624
2019-03-07 09:15:00,-0.0026522385579799135,-0.011529946472959018,-0.015674212466846305,-0.025270745488903734,0.006851406986126296,-0.012925501649671545,0.005616399706468211,-0.03192584963954681,0.0008184380068405606,0.003294490778370296
2019-03-06 09:15:00,0.013548360845094143,0.02654770659172012,-0.012771149471090482,-0.027969899822721467,0.005784417353866145,-0.010659347818379294,-0.01368590796666036,0.006634900037370217,-6.974992200814434e-05,-0.014380103855322512
2019-03-05 09:15:00,0.0002958126556611429,0.012928648818472332,0.10127993052584339,-0.003906638989699118,-0.0036584387785946193,0.044868366088288036,-0.0027296782334064185,0.03653556940896374,0.07803522198639601,-0.005793704024833368
2019-03-01 09:15:00,0.009912014166839622,0.004435636089090256,0.02541018605732548,0.04210412123959295,0.006024892755739586,0.018073893015856157,0.006657103047648771,0.019053836121676992,0.004006201133414322,0.001154301198637242
2019-02-28 09:15:00,0.00010861008792772964,0.0026495079485238104,-0.005539572437120999,0.007121317121303372,-0.03627138765961191,-0.018834798772547456,-0.0005558736867244951,0.030932518392026154,-0.02639682627487916,-0.002217089309494713
2019-02-27 09:15:00,-0.006824386614221356,-0.005926065280782655,-0.0005308692998672315,-0.012361505029091169,0.009515940034836134,-0.003904724646004998,-0.004847861507646045,0.00590507875448365,-0.010290941743452908,-0.020172097616024787
2019-02-26 09:15:00,-0.021562404637602284,0.0,-0.028800807519948624,0.054026774436257696,0.026975254312891606,-0.008645143289170543,0.008299996467882043,0.02705849138239702,-0.004095706215478057,0.00118632633221738
2019-02-25 09:15:00,0.003761775720089622,0.006571011323265541,-0.0016913367062523221,-0.006915797219220532,0.030898657204392332,0.012183480849285111,0.01174983462892576,-0.002791304271900219,0.005311884622296592,0.0009046821078078082
2019-02-22 09:15:00,-0.0021411757447260538,-0.0053866911858767574,-0.005848380625204541,0.003919372900335949,0.0059816495320552665,0.014614329448651153,0.0037313268948186984,0.005849321562240162,0.007238083921311533,0.007893143011145742
2019-02-21 09:15:00,0.011200187742248069,0.018629031578138777,0.06005889532991193,0.00325808840984787,-0.00028726926654920604,0.006669842782277335,0.0271361761294584,-0.005815305967652451,-0.003955419283101946,0.012229565140972065
2019-02-20 09:15:00,0.00919908779697276,0.018106825779944824,0.0503011965295308,-0.0031359040783568437,0.005223619758932818,-0.004968085849056725,0.016965077751083912,0.0032671969579565197,0.005820675537124176,-0.002560459907878565
2019-02-19 09:15:00,-0.011414259643561353,0.004059737533381513,-0.014755432569416582,0.01708622802466775,-0.03324366765303455,-0.017402303039687372,-0.013102278044959892,-0.0041830998002138076,0.012632053880328176,-0.007962824960204729
2019-02-18 09:15:00,-2.6694131672777566e-05,-0.00454888369846862,-0.024790765920357893,0.01761911671722971,-0.02926536127147983,-0.004784031811213008,0.018664562314941735,-0.021823155800667404,-0.0038993773950012356,-0.011789273374556819
2019-02-15 09:15:00,-0.013573908255169687,-0.018434713481433995,-0.026271703687784087,-0.004844863408407507,-0.007287501023173215,-0.02872631705304096,-0.022652669694257388,0.012661141982682977,0.010876042370333572,-0.006862552681949796
2019-02-14 09:15:00,-0.0022834558382998082,-0.0048058957287310244,0.0963432105856501,0.04521340595147949,-0.003412030482114692,-0.008340660909428754,-0.027919961867127974,-0.026227330300274243,-0.053038420313423984,-0.005266063623223793
2019-02-12 09:15:00,-0.022148600464646617,-0.013322257637457091,0.0014213471088440066,0.03236245856348141,-0.006921828434803157,-0.030979041029871923,-0.03184178842403185,0.019424131356134522,0.018517664539296375,-0.005707030446288508
2019-02-11 09:15:00,0.001825483615686574,-0.018451121280218086,-0.025818595847462045,0.007271876887739559,0.002182982542535017,-0.016945419866035594,-0.0007877656501206198,0.000686069789439081,-0.004518605203043036,-0.006878335808146008
2019-02-08 09:15:00,-0.012692610204920629,0.0039122614794344646,-0.05894068001970787,-0.024342537509556617,-0.010322147490528732,-6.80325848668728e-05,-0.03238856740403351,-0.024754697267186265,-0.04824640323853424,-0.011826758066676546
2019-02-07 09:15:00,-0.009205426297088093,-0.005403375691562906,-0.002294104237987926,0.053479381443299,0.0039039200525370354,0.020485755108320625,0.010278555452399862,0.019322573580212943,0.03790714784805682,0.004972866963067757
2019-02-06 09:15:00,0.0033057064081492005,0.04134655796051634,0.01309257956651999,0.06199532918597206,0.014795431404253767,0.008933106641611843,0.004530984131726923,0.016404820480059534,0.030493611909507168,0.004666611890451033
2019-02-05 09:15:00,0.0014657692262129984,0.0035268155703840343,-0.008221245618036832,0.050611088723265585,-0.0027801249466528066,0.026761199610730868,-0.030296984437193863,-0.025664169519989177,0.01745792858120132,0.010457104094772962
